"Group","AgeGroup","Education_Years","ShareHomeWith","RelationWithAdultFamily","UPF.Freq","UPF.Freq.N","Smartphone.ownership","Exercise.Freq","Overall.MHQ","AgeOfFirstSP","MHQ_bucket"
"Rural.Hadza","25-34",8,"0","2_Very Close to Some","several days a week",15,"No","once a day",-77.7,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"3","2_Very Close to Some","rarely/never",1,"No","a few times a month",101.1,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"2","1_Very Close to Most","rarely/never",1,"No","once a day",173.4,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","a few times a month",5,"Yes","rarely/never",165.8,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","several days a week",15,"No","once a day",128.5,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"3","1_Very Close to Most","once a day",30,"Yes","once a day",-39.4,"Above 25","Struggling"
"Rural.Hadza","25-34",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",149.4,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","several times a day",45,"No","once a day",136.1,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"3","5_Dont Have Family","a few times a month",5,"No","once a day",106.8,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"3","1_Very Close to Most","a few times a month",5,"No","rarely/never",-26.7,"Above 25","Struggling"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","a few times a month",5,"No","once a day",117.1,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"6+","1_Very Close to Most","rarely/never",1,"No","rarely/never",150.6,NA,"Succeeding"
"Rural.Hadza","55-64",8,"5","3_Not Close","several times a day",45,"No","once a day",160.5,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",137.6,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"0","1_Very Close to Most","rarely/never",1,"No","once a day",-4.5,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"5","5_Dont Have Family","rarely/never",1,"Yes","once a day",143,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","several days a week",15,"No","once a day",111,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"Yes","once a day",162.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"6+","4_Dont Get Along","several days a week",15,"No","once a day",-15.2,"Above 25","Struggling"
"Rural.Hadza","16-20",8,"4","1_Very Close to Most","several days a week",15,"No","several days a week",157.4,NA,"Succeeding"
"Rural.Hadza","35-44",8,"3","3_Not Close","a few times a month",5,"Yes","once a day",134.6,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"4","2_Very Close to Some","rarely/never",1,"No","rarely/never",145.2,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",-97.3,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"2","2_Very Close to Some","rarely/never",1,"No","once a day",-0.3,"Above 25","Struggling"
"Rural.Hadza","21-24",8,"3","1_Very Close to Most","a few times a month",5,"Yes","once a day",143.7,"19","Succeeding"
"Rural.Hadza","16-20",8,"6+","1_Very Close to Most","several days a week",15,"No","once a day",156.7,NA,"Succeeding"
"Rural.Hadza","16-20",8,"6+","1_Very Close to Most","several days a week",15,"No","once a day",156.7,NA,"Succeeding"
"Rural.Hadza","16-20",8,"6+","1_Very Close to Most","several days a week",15,"No","once a day",156.7,NA,"Succeeding"
"Rural.Hadza","35-44",8,"2","2_Very Close to Some","rarely/never",1,"No","once a day",102.1,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","once a day",30,"No","a few times a month",147.5,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","1_Very Close to Most","a few times a month",5,"No","a few times a month",131.6,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"4","2_Very Close to Some","several times a day",45,"No","once a day",136.1,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","rarely/never",1,"Yes","rarely/never",108.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","several times a day",45,"No","rarely/never",-8.8,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","several days a week",15,"No","once a day",112.5,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"5","5_Dont Have Family","several times a day",45,"No","several days a week",159.7,NA,"Succeeding"
"Rural.Hadza","21-24",8,"4","6_Prefer Not to Say","several days a week",15,"Yes","once a day",132.3,"19","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","several times a day",45,"Yes","once a day",165.4,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"4","1_Very Close to Most","rarely/never",1,"No","rarely/never",146,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",156.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",135.4,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",135.4,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",176.4,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","rarely/never",1,"Yes","rarely/never",-54.6,"Above 25","Struggling"
"Rural.Hadza","55-64",8,"1","2_Very Close to Some","rarely/never",1,"No","once a day",127,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"3","1_Very Close to Most","a few times a month",5,"No","rarely/never",111.8,NA,"Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",156.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","rarely/never",1,"Yes","once a day",136.9,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",-10.2,"Above 25","Struggling"
"Rural.Hadza","25-34",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",150.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"4","3_Not Close","several times a day",45,"Yes","once a day",130,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"4","5_Dont Have Family","several times a day",45,"No","once a day",-23.4,NA,"Struggling"
"Rural.Hadza","25-34",8,"0","5_Dont Have Family","several times a day",45,"Yes","once a day",-7.5,"Above 25","Struggling"
"Rural.Hadza","25-34",8,"6+","2_Very Close to Some","rarely/never",1,"Yes","once a day",113.3,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",117.1,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",129.3,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",-8,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"3","1_Very Close to Most","a few times a month",5,"No","once a day",-20.1,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",-15.5,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"5","2_Very Close to Some","rarely/never",1,"No","once a day",123.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",120.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"4","2_Very Close to Some","a few times a month",5,"No","once a day",-25.4,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","several days a week",15,"Yes","rarely/never",167.3,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",136.1,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"0","2_Very Close to Some","a few times a month",5,"Yes","several days a week",112.5,"15","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",141.4,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"6+","1_Very Close to Most","rarely/never",1,"No","rarely/never",143.7,NA,"Succeeding"
"Rural.Hadza","25-34",14,"4","2_Very Close to Some","a few times a month",5,"No","once a day",-48.9,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","rarely/never",123.2,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"4","1_Very Close to Most","several days a week",15,"Yes","a few times a month",165,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","several days a week",15,"Yes","once a day",-26.3,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","several days a week",15,"No","once a day",162.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","a few times a month",5,"Yes","once a day",168.3,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",158.9,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"4","2_Very Close to Some","a few times a month",5,"No","once a day",-43.6,NA,"Struggling"
"Rural.Hadza","35-44",8,"1","2_Very Close to Some","rarely/never",1,"No","once a day",-0.6,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","several times a day",45,"No","once a day",136.5,"Above 25","Succeeding"
"Rural.Hadza","25-34",14,"6+","1_Very Close to Most","once a day",30,"Yes","once a day",162,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",139.9,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"2","1_Very Close to Most","rarely/never",1,"Yes","rarely/never",152.1,"Above 25","Succeeding"
"Rural.Hadza","45-54",14,"5","6_Prefer Not to Say","rarely/never",1,"Yes","once a day",-16,"Above 25","Struggling"
"Rural.Hadza","55-64",8,"3","3_Not Close","several times a day",45,"No","rarely/never",152.9,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","several days a week",15,"No","once a day",124,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",-27.6,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"1","3_Not Close","rarely/never",1,"No","once a day",-1.9,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"1","1_Very Close to Most","rarely/never",1,"No","several days a week",-8,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"4","2_Very Close to Some","several days a week",15,"No","once a day",166.5,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","rarely/never",1,"No","once a day",161.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",132.3,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"1","1_Very Close to Most","rarely/never",1,"No","once a day",158.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",146.8,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","1_Very Close to Most","several times a day",45,"No","once a day",135.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"5","1_Very Close to Most","rarely/never",1,"No","several days a week",106.5,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","2_Very Close to Some","once a day",30,"No","once a day",164.3,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","several times a day",45,"No","rarely/never",-45.4,"Above 25","Struggling"
"Rural.Hadza","25-34",8,"2","1_Very Close to Most","a few times a month",5,"No","once a day",111,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"5","5_Dont Have Family","several days a week",15,"No","once a day",114.8,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"3","3_Not Close","several times a day",45,"No","once a day",-17.4,"Above 25","Struggling"
"Rural.Hadza","21-24",8,"3","1_Very Close to Most","rarely/never",1,"No","once a day",108.7,NA,"Succeeding"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","a few times a month",5,"No","once a day",139.2,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",154.4,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","rarely/never",1,"No","rarely/never",149.8,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",147.5,"Above 25","Succeeding"
"Rural.Hadza","21-24",8,"6+","2_Very Close to Some","several days a week",15,"No","rarely/never",122.6,NA,"Succeeding"
"Rural.Hadza","65+",8,"3","1_Very Close to Most","a few times a month",5,"No","several days a week",178.7,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",160.5,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","a few times a month",5,"No","once a day",158.9,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"1","1_Very Close to Most","rarely/never",1,"No","once a day",-14.5,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"3","1_Very Close to Most","a few times a month",5,"Yes","once a day",147.5,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",101.9,NA,"Succeeding"
"Rural.Hadza","35-44",8,"2","1_Very Close to Most","rarely/never",1,"Yes","once a day",150.6,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","several days a week",15,"No","once a day",135.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","several days a week",15,"No","once a day",114.1,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","once a day",30,"Yes","once a day",142.2,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","2_Very Close to Some","several days a week",15,"No","once a day",152.1,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","several times a day",45,"Yes","once a day",170.3,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"3","2_Very Close to Some","rarely/never",1,"No","rarely/never",138,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",166.5,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"2","1_Very Close to Most","once a day",30,"No","once a day",154.4,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",136.1,"Above 25","Succeeding"
"Rural.Hadza","21-24",14,"5","6_Prefer Not to Say","rarely/never",1,"Yes","once a day",162,"17","Succeeding"
"Rural.Hadza","55-64",8,"5","1_Very Close to Most","several days a week",15,"No","once a day",134.4,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"2","1_Very Close to Most","rarely/never",1,"No","rarely/never",123.2,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"5","1_Very Close to Most","a few times a month",5,"Yes","once a day",139.5,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","1_Very Close to Most","several days a week",15,"Yes","once a day",-26.7,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"4","2_Very Close to Some","several days a week",15,"Yes","rarely/never",-65.4,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"3","2_Very Close to Some","a few times a month",5,"No","once a day",-73.4,"Above 25","Struggling"
"Rural.Hadza","35-44",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",145.2,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"3","2_Very Close to Some","rarely/never",1,"No","once a day",104.9,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"5","1_Very Close to Most","rarely/never",1,"No","once a day",149.8,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"0","2_Very Close to Some","rarely/never",1,"No","once a day",104.2,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"2","2_Very Close to Some","rarely/never",1,"No","rarely/never",-6.6,"Above 25","Struggling"
"Rural.Hadza","25-34",8,"1","3_Not Close","rarely/never",1,"No","once a day",-16.4,"Above 25","Struggling"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","several times a day",45,"No","once a day",128.5,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"6+","1_Very Close to Most","several times a day",45,"No","once a day",150.6,"Above 25","Succeeding"
"Rural.Hadza","65+",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",105.7,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"3","1_Very Close to Most","rarely/never",1,"No","once a day",158.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"6+","1_Very Close to Most","rarely/never",1,"Yes","once a day",-28.7,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",152.9,"Above 25","Succeeding"
"Rural.Hadza","25-34",12,"3","2_Very Close to Some","several times a day",45,"No","once a day",121.7,"Above 25","Succeeding"
"Rural.Hadza","16-20",8,"3","2_Very Close to Some","a few times a month",5,"Yes","once a day",111,"18","Succeeding"
"Rural.Hadza","25-34",8,"6+","1_Very Close to Most","rarely/never",1,"No","once a day",135.4,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"6+","5_Dont Have Family","rarely/never",1,"No","once a day",-14.6,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"5","1_Very Close to Most","rarely/never",1,"Yes","several days a week",156.7,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"4","1_Very Close to Most","rarely/never",1,"No","once a day",168.8,"Above 25","Succeeding"
"Rural.Hadza","45-54",8,"3","6_Prefer Not to Say","rarely/never",1,"No","rarely/never",124.7,"Above 25","Succeeding"
"Rural.Hadza","25-34",8,"2","3_Not Close","rarely/never",1,"No","rarely/never",124,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"2","2_Very Close to Some","rarely/never",1,"No","once a day",-3,"Above 25","Struggling"
"Rural.Hadza","45-54",8,"3","3_Not Close","rarely/never",1,"Yes","once a day",113.3,"Above 25","Succeeding"
"Rural.Hadza","55-64",8,"2","1_Very Close to Most","rarely/never",1,"No","once a day",146,"Above 25","Succeeding"
"Rural.Hadza","35-44",8,"3","3_Not Close","several times a day",45,"Yes","several days a week",111.8,"Above 25","Succeeding"
